ticket_id,created_date,created_time,closed_date,closed_time,status,priority,category,error_code
1737,4/3/2025,7:34:00 PM,4/3/2025,11:59:00 PM,Closed,Low,Account,ACC_409
1738,4/3/2025,7:48:00 PM,,,Open,Medium,Network,NET_503
1739,4/4/2025,8:07:00 AM,4/4/2025,2:16:00 PM,Closed,Medium,Payment,PAY_409
1740,4/4/2025,10:29:00 AM,,,In Progress,Medium,Login,AUTH_500
1741,4/4/2025,3:17:00 PM,,,In Progress,Medium,Reporting,REP_408
1742,4/4/2025,4:57:00 PM,4/4/2025,9:28:00 PM,Closed,Low,Login,AUTH_500
1743,4/4/2025,5:46:00 PM,4/4/2025,10:39:00 PM,Closed,Medium,Account,ACC_500
1744,4/4/2025,6:59:00 PM,,,Open,Medium,Payment,PAY_504
1745,4/5/2025,9:03:00 AM,,,Open,Medium,General,GEN_300
1746,4/5/2025,1:49:00 PM,,,Open,Medium,Network,NET_502
1747,4/5/2025,4:13:00 PM,4/5/2025,9:38:00 PM,Closed,Medium,Login,AUTH_429
1748,4/5/2025,4:42:00 PM,,,Open,Low,Login,AUTH_500
1749,4/6/2025,8:38:00 AM,4/6/2025,1:49:00 PM,Closed,Medium,Login,AUTH_429
1750,4/6/2025,8:48:00 AM,4/6/2025,3:40:00 PM,Closed,Medium,Payment,PAY_504
1751,4/6/2025,8:59:00 AM,4/6/2025,3:00:00 PM,Closed,Low,Payment,PAY_502
1752,4/6/2025,4:59:00 PM,,,In Progress,Medium,Payment,PAY_502
1753,4/6/2025,5:27:00 PM,,,Open,High,Login,AUTH_401
1754,4/6/2025,6:49:00 PM,,,Open,Low,Login,AUTH_403
1755,4/7/2025,8:31:00 AM,,,Open,Medium,Account,ACC_401
1756,4/7/2025,9:28:00 AM,,,In Progress,Medium,Network,NET_500
1757,4/7/2025,9:45:00 AM,4/7/2025,12:23:00 PM,Closed,High,General,GEN_300
1758,4/7/2025,11:03:00 AM,,,In Progress,Medium,General,GEN_500
1759,4/7/2025,11:45:00 AM,,,Open,Low,Payment,PAY_402
1760,4/7/2025,12:30:00 PM,4/7/2025,6:09:00 PM,Closed,Medium,General,GEN_500
1761,4/7/2025,2:10:00 PM,4/7/2025,6:16:00 PM,Closed,Low,Reporting,REP_404
1762,4/7/2025,2:38:00 PM,,,Open,Low,Payment,PAY_402
1763,4/7/2025,4:22:00 PM,4/7/2025,7:06:00 PM,Closed,High,Payment,PAY_500
1764,4/7/2025,4:44:00 PM,,,In Progress,Medium,Network,NET_500
1765,4/7/2025,4:49:00 PM,,,Open,Low,Reporting,REP_408
1766,4/7/2025,7:18:00 PM,,,Open,Low,Account,ACC_400
1767,4/7/2025,7:27:00 PM,,,In Progress,Medium,Payment,PAY_409
1768,4/8/2025,12:35:00 PM,,,In Progress,High,Network,NET_429
1769,4/8/2025,1:36:00 PM,,,In Progress,Low,Reporting,REP_408
1770,4/8/2025,2:22:00 PM,,,In Progress,Low,Payment,PAY_400
1771,4/8/2025,2:27:00 PM,,,In Progress,Medium,General,GEN_200
1772,4/8/2025,2:45:00 PM,4/8/2025,4:50:00 PM,Closed,Medium,Login,AUTH_403
1773,4/8/2025,4:00:00 PM,,,Open,Low,Login,AUTH_500
1774,4/8/2025,4:19:00 PM,4/8/2025,6:29:00 PM,Closed,High,General,GEN_300
1775,4/8/2025,4:44:00 PM,,,In Progress,Medium,Reporting,REP_408
1776,4/8/2025,5:16:00 PM,4/8/2025,8:02:00 PM,Closed,Medium,General,GEN_200
1777,4/8/2025,6:25:00 PM,4/8/2025,11:49:00 PM,Closed,Low,Reporting,REP_500
1778,4/8/2025,6:38:00 PM,,,Open,Medium,Payment,PAY_400
1779,4/8/2025,7:56:00 PM,4/8/2025,10:42:00 PM,Closed,Low,Payment,PAY_401
1780,4/9/2025,10:18:00 AM,4/9/2025,3:57:00 PM,Closed,Medium,Login,AUTH_401
1781,4/9/2025,12:32:00 PM,,,Open,Medium,Login,AUTH_500
1782,4/9/2025,2:29:00 PM,4/9/2025,5:34:00 PM,Closed,Medium,Reporting,REP_408
1783,4/9/2025,2:46:00 PM,,,Open,Medium,Network,NET_429
1784,4/9/2025,2:55:00 PM,,,In Progress,Medium,Network,NET_429
1785,4/9/2025,3:03:00 PM,,,In Progress,Medium,Reporting,REP_404
1786,4/9/2025,4:00:00 PM,,,In Progress,Medium,General,GEN_200
1787,4/9/2025,4:25:00 PM,,,Open,Medium,General,GEN_500
1788,4/9/2025,5:27:00 PM,,,Open,Medium,Login,AUTH_401
1789,4/9/2025,6:14:00 PM,,,In Progress,High,Reporting,REP_500
1790,4/9/2025,7:22:00 PM,,,In Progress,High,Payment,PAY_409
1791,4/10/2025,9:12:00 AM,4/10/2025,2:54:00 PM,Closed,Low,Network,NET_408
1792,4/10/2025,12:09:00 PM,4/10/2025,5:20:00 PM,Closed,Medium,Payment,PAY_504
1793,4/10/2025,12:41:00 PM,4/10/2025,9:31:00 PM,Closed,Low,Login,AUTH_429
1794,4/10/2025,1:59:00 PM,,,Open,Medium,Login,AUTH_401
1795,4/10/2025,2:14:00 PM,,,In Progress,Low,General,GEN_500
1796,4/10/2025,3:51:00 PM,4/10/2025,6:01:00 PM,Closed,High,Account,ACC_500
1797,4/10/2025,4:29:00 PM,,,In Progress,Medium,Network,NET_408
1798,4/10/2025,4:30:00 PM,,,In Progress,High,Payment,PAY_400
1799,4/10/2025,4:56:00 PM,,,Open,Medium,Payment,PAY_402
1800,4/10/2025,5:38:00 PM,,,In Progress,Low,Reporting,REP_408
1801,4/10/2025,6:29:00 PM,,,In Progress,Medium,General,GEN_500
1802,4/10/2025,6:53:00 PM,4/10/2025,7:57:00 PM,Closed,Low,Payment,PAY_401
1803,4/11/2025,8:55:00 AM,4/11/2025,10:57:00 AM,Closed,High,General,GEN_500
1804,4/11/2025,11:16:00 AM,4/11/2025,7:40:00 PM,Closed,Low,Account,ACC_500
1805,4/11/2025,11:56:00 AM,,,Open,Low,Account,ACC_401
1806,4/11/2025,1:10:00 PM,,,Open,Medium,Login,AUTH_429
1807,4/11/2025,3:22:00 PM,,,Open,Medium,Payment,PAY_500
1808,4/11/2025,4:33:00 PM,,,In Progress,Medium,Network,NET_429
1809,4/11/2025,5:08:00 PM,,,In Progress,Low,Account,ACC_500
1810,4/11/2025,5:30:00 PM,,,Open,High,General,GEN_200
1811,4/11/2025,5:44:00 PM,,,In Progress,High,Payment,PAY_502
1812,4/11/2025,7:32:00 PM,,,Open,Medium,Reporting,REP_500
1813,4/12/2025,12:04:00 PM,4/12/2025,1:16:00 PM,Closed,High,Payment,PAY_400
1814,4/12/2025,12:28:00 PM,4/12/2025,1:17:00 PM,Closed,Medium,Login,AUTH_404
1815,4/12/2025,2:54:00 PM,,,In Progress,Low,General,GEN_200
1816,4/12/2025,4:28:00 PM,,,Open,Medium,Account,ACC_404
1817,4/12/2025,6:54:00 PM,4/12/2025,9:51:00 PM,Closed,High,General,GEN_300
1818,4/13/2025,10:01:00 AM,,,In Progress,Medium,Payment,PAY_504
1819,4/13/2025,3:11:00 PM,,,In Progress,High,Login,AUTH_500
1820,4/13/2025,6:11:00 PM,,,Open,Medium,Network,NET_502
1821,4/13/2025,7:14:00 PM,4/13/2025,9:40:00 PM,Closed,High,Network,NET_503
1822,4/14/2025,10:15:00 AM,,,In Progress,High,Account,ACC_401
1823,4/14/2025,10:38:00 AM,,,Open,Medium,Login,AUTH_403
1824,4/14/2025,10:50:00 AM,,,Open,Low,Payment,PAY_401
1825,4/14/2025,11:13:00 AM,4/14/2025,1:41:00 PM,Closed,High,Account,ACC_401
1826,4/14/2025,11:20:00 AM,4/14/2025,11:40:00 AM,Closed,High,Payment,PAY_401
1827,4/14/2025,11:56:00 AM,,,In Progress,Medium,Account,ACC_500
1828,4/14/2025,12:43:00 PM,4/14/2025,8:39:00 PM,Closed,Medium,Reporting,REP_408
1829,4/14/2025,12:46:00 PM,4/14/2025,8:42:00 PM,Closed,Medium,Account,ACC_409
1830,4/14/2025,4:06:00 PM,4/14/2025,9:26:00 PM,Closed,Medium,Payment,PAY_502
1831,4/14/2025,5:16:00 PM,,,In Progress,Medium,Payment,PAY_500
1832,4/15/2025,9:15:00 AM,,,Open,Low,Payment,PAY_402
1833,4/15/2025,11:44:00 AM,,,In Progress,Medium,Account,ACC_400
1834,4/15/2025,12:29:00 PM,,,In Progress,High,Payment,PAY_400
1835,4/15/2025,1:15:00 PM,4/15/2025,3:18:00 PM,Closed,Medium,General,GEN_300
1836,4/15/2025,2:32:00 PM,,,Open,High,Account,ACC_401
1837,4/15/2025,4:34:00 PM,4/15/2025,8:37:00 PM,Closed,Medium,Payment,PAY_500
1838,4/15/2025,4:49:00 PM,,,Open,Medium,Login,AUTH_403
1839,4/15/2025,5:58:00 PM,,,Open,Medium,Reporting,REP_408
1840,4/16/2025,9:15:00 AM,,,Open,Medium,Login,AUTH_403
1841,4/16/2025,11:06:00 AM,,,Open,Medium,Login,AUTH_429
1842,4/16/2025,11:58:00 AM,4/16/2025,5:10:00 PM,Closed,Low,Login,AUTH_401
1843,4/16/2025,12:00:00 PM,4/16/2025,11:29:00 PM,Closed,Low,Payment,PAY_500
1844,4/16/2025,12:21:00 PM,,,Open,Medium,General,GEN_200
1845,4/16/2025,12:57:00 PM,,,In Progress,High,General,GEN_100
1846,4/16/2025,1:03:00 PM,4/16/2025,8:48:00 PM,Closed,Medium,General,GEN_300
1847,4/16/2025,2:03:00 PM,,,Open,Medium,Payment,PAY_504
1848,4/16/2025,3:10:00 PM,,,In Progress,High,Payment,PAY_409
1849,4/16/2025,4:02:00 PM,,,Open,High,Login,AUTH_429
1850,4/16/2025,4:10:00 PM,4/16/2025,11:46:00 PM,Closed,Medium,Network,NET_503
1851,4/16/2025,4:49:00 PM,,,Open,Medium,Login,AUTH_401
1852,4/16/2025,6:55:00 PM,,,Open,Medium,Payment,PAY_504
1853,4/17/2025,8:08:00 AM,,,Open,Low,Payment,PAY_504
1854,4/17/2025,8:49:00 AM,,,In Progress,High,Payment,PAY_402
1855,4/17/2025,10:27:00 AM,,,Open,Low,Network,NET_503
1856,4/17/2025,12:37:00 PM,,,In Progress,Medium,General,GEN_200
1857,4/17/2025,12:47:00 PM,4/17/2025,6:18:00 PM,Closed,Medium,Login,AUTH_500
1858,4/17/2025,12:59:00 PM,,,Open,Medium,Login,AUTH_500
1859,4/17/2025,2:27:00 PM,4/17/2025,4:16:00 PM,Closed,High,General,GEN_100
1860,4/17/2025,3:20:00 PM,,,Open,Low,Account,ACC_409
1861,4/17/2025,4:36:00 PM,,,In Progress,Low,General,GEN_500
1862,4/17/2025,5:46:00 PM,4/17/2025,7:15:00 PM,Closed,High,Payment,PAY_500
1863,4/17/2025,6:37:00 PM,4/17/2025,7:40:00 PM,Closed,High,Payment,PAY_401
1864,4/17/2025,7:16:00 PM,,,Open,Medium,Network,NET_408
1865,4/18/2025,11:04:00 AM,4/18/2025,2:00:00 PM,Closed,High,Account,ACC_401
1866,4/18/2025,11:56:00 AM,,,Open,Medium,Network,NET_429
1867,4/18/2025,12:05:00 PM,,,In Progress,High,Payment,PAY_409
1868,4/18/2025,12:57:00 PM,4/18/2025,8:44:00 PM,Closed,Low,Network,NET_500
1869,4/18/2025,1:02:00 PM,,,Open,Low,General,GEN_300
1870,4/18/2025,2:00:00 PM,,,In Progress,Medium,Account,ACC_500
1871,4/18/2025,2:13:00 PM,4/18/2025,4:49:00 PM,Closed,High,Payment,PAY_401
1872,4/18/2025,2:20:00 PM,,,Open,Medium,Reporting,REP_500
1873,4/18/2025,3:00:00 PM,4/18/2025,10:54:00 PM,Closed,Medium,Reporting,REP_500
1874,4/18/2025,3:23:00 PM,4/18/2025,6:20:00 PM,Closed,Medium,Network,NET_429
1875,4/18/2025,4:53:00 PM,4/18/2025,11:59:00 PM,Closed,Medium,Network,NET_500
1876,4/18/2025,5:13:00 PM,,,Open,Medium,Reporting,REP_408
1877,4/18/2025,7:59:00 PM,,,Open,Medium,Payment,PAY_500
1878,4/19/2025,10:21:00 AM,,,In Progress,Low,Account,ACC_500
1879,4/19/2025,1:16:00 PM,,,Open,Medium,Account,ACC_404
1880,4/19/2025,2:40:00 PM,,,In Progress,Medium,Payment,PAY_402
1881,4/19/2025,4:46:00 PM,4/19/2025,7:21:00 PM,Closed,High,Payment,PAY_402
1882,4/19/2025,5:15:00 PM,,,In Progress,Low,Account,ACC_400
1883,4/19/2025,5:17:00 PM,4/19/2025,9:25:00 PM,Closed,Medium,Login,AUTH_401
1884,4/19/2025,7:50:00 PM,,,Open,Medium,Login,AUTH_404
1885,4/20/2025,8:53:00 AM,,,In Progress,Medium,Network,NET_408
1886,4/20/2025,1:43:00 PM,4/20/2025,2:41:00 PM,Closed,Medium,Login,AUTH_404
1887,4/20/2025,4:47:00 PM,4/20/2025,11:20:00 PM,Closed,Medium,Login,AUTH_429
1888,4/20/2025,4:51:00 PM,4/20/2025,9:23:00 PM,Closed,Medium,Network,NET_500
1889,4/20/2025,5:17:00 PM,,,Open,Medium,General,GEN_500
1890,4/20/2025,5:25:00 PM,,,In Progress,Medium,General,GEN_100
1891,4/20/2025,6:10:00 PM,,,Open,High,Account,ACC_401
1892,4/21/2025,8:19:00 AM,,,Open,Medium,Network,NET_429
1893,4/21/2025,8:25:00 AM,,,In Progress,Low,Login,AUTH_404
1894,4/21/2025,9:16:00 AM,,,Open,Medium,General,GEN_200
1895,4/21/2025,10:16:00 AM,,,In Progress,Low,Payment,PAY_409
1896,4/21/2025,11:30:00 AM,,,In Progress,Medium,General,GEN_100
1897,4/21/2025,12:58:00 PM,4/21/2025,3:47:00 PM,Closed,Medium,Reporting,REP_408
1898,4/21/2025,3:14:00 PM,4/21/2025,7:11:00 PM,Closed,Medium,Reporting,REP_400
1899,4/21/2025,3:19:00 PM,,,Open,Low,Reporting,REP_500
1900,4/21/2025,5:10:00 PM,4/21/2025,11:45:00 PM,Closed,Medium,General,GEN_200
1901,4/21/2025,6:26:00 PM,,,Open,Low,Login,AUTH_403
1902,4/22/2025,8:53:00 AM,,,In Progress,Low,General,GEN_200
1903,4/22/2025,10:43:00 AM,,,In Progress,Low,Reporting,REP_400
1904,4/22/2025,1:12:00 PM,4/22/2025,2:45:00 PM,Closed,Medium,Login,AUTH_429
1905,4/22/2025,1:33:00 PM,,,In Progress,Medium,Login,AUTH_401
1906,4/22/2025,2:06:00 PM,,,In Progress,High,Reporting,REP_408
1907,4/22/2025,3:46:00 PM,4/22/2025,6:41:00 PM,Closed,High,Network,NET_408
1908,4/22/2025,4:57:00 PM,,,Open,Medium,Payment,PAY_409
1909,4/22/2025,5:00:00 PM,4/22/2025,5:49:00 PM,Closed,High,Payment,PAY_500
1910,4/22/2025,5:06:00 PM,,,In Progress,Medium,Login,AUTH_404
1911,4/23/2025,10:35:00 AM,,,In Progress,Medium,Payment,PAY_400
1912,4/23/2025,1:54:00 PM,,,In Progress,Medium,Network,NET_408
1913,4/23/2025,2:16:00 PM,,,In Progress,High,Account,ACC_409
1914,4/23/2025,2:52:00 PM,,,Open,Medium,Reporting,REP_408
1915,4/23/2025,4:27:00 PM,4/23/2025,6:08:00 PM,Closed,High,Reporting,REP_404
1916,4/23/2025,4:47:00 PM,,,Open,Medium,Payment,PAY_502
1917,4/23/2025,5:03:00 PM,4/23/2025,6:02:00 PM,Closed,Medium,Network,NET_408
1918,4/23/2025,6:57:00 PM,4/23/2025,8:45:00 PM,Closed,High,Account,ACC_404
1919,4/24/2025,9:56:00 AM,4/24/2025,1:31:00 PM,Closed,Medium,Payment,PAY_400
1920,4/24/2025,10:40:00 AM,,,In Progress,High,Account,ACC_404
1921,4/24/2025,10:51:00 AM,4/24/2025,11:42:00 AM,Closed,Medium,Network,NET_429
1922,4/24/2025,12:05:00 PM,4/24/2025,3:39:00 PM,Closed,Medium,Account,ACC_500
1923,4/24/2025,12:18:00 PM,,,In Progress,Low,Login,AUTH_429
1924,4/24/2025,12:30:00 PM,,,In Progress,High,Login,AUTH_403
1925,4/24/2025,12:33:00 PM,4/24/2025,1:29:00 PM,Closed,High,Payment,PAY_500
1926,4/24/2025,2:44:00 PM,4/24/2025,7:44:00 PM,Closed,Medium,Network,NET_503
1927,4/24/2025,4:06:00 PM,4/24/2025,4:49:00 PM,Closed,High,Payment,PAY_504
1928,4/24/2025,5:00:00 PM,4/24/2025,11:18:00 PM,Closed,Medium,Network,NET_500
1929,4/24/2025,7:31:00 PM,,,Open,Medium,Account,ACC_409
1930,4/24/2025,7:41:00 PM,4/24/2025,8:11:00 PM,Closed,High,Payment,PAY_500
1931,4/25/2025,8:08:00 AM,,,In Progress,Medium,Payment,PAY_400
1932,4/25/2025,8:14:00 AM,,,In Progress,Medium,Login,AUTH_401
1933,4/25/2025,11:45:00 AM,,,Open,High,Payment,PAY_401
1934,4/25/2025,1:26:00 PM,,,Open,Medium,General,GEN_300
1935,4/25/2025,1:32:00 PM,4/25/2025,2:19:00 PM,Closed,Medium,Reporting,REP_404
1936,4/25/2025,1:33:00 PM,,,Open,Medium,Login,AUTH_429
1937,4/25/2025,4:15:00 PM,,,In Progress,High,Payment,PAY_504
1938,4/25/2025,6:13:00 PM,,,In Progress,Medium,Login,AUTH_429
1939,4/26/2025,12:08:00 PM,,,Open,High,Network,NET_429
1940,4/26/2025,1:22:00 PM,,,In Progress,Medium,General,GEN_200
1941,4/26/2025,3:11:00 PM,,,Open,Low,Login,AUTH_401
1942,4/26/2025,4:06:00 PM,,,Open,Low,General,GEN_200
1943,4/26/2025,4:37:00 PM,,,Open,Low,Account,ACC_400
1944,4/26/2025,6:05:00 PM,,,In Progress,Medium,General,GEN_500
1945,4/27/2025,9:15:00 AM,,,Open,Low,Account,ACC_401
1946,4/27/2025,12:34:00 PM,,,In Progress,Medium,Account,ACC_500
1947,4/27/2025,12:48:00 PM,,,Open,Medium,Network,NET_502
1948,4/27/2025,3:18:00 PM,,,Open,Medium,General,GEN_500
1949,4/27/2025,4:59:00 PM,,,In Progress,Medium,General,GEN_100
1950,4/27/2025,7:38:00 PM,,,In Progress,Medium,Reporting,REP_500
1951,4/28/2025,9:27:00 AM,4/28/2025,11:12:00 AM,Closed,High,Network,NET_408
1952,4/28/2025,10:37:00 AM,,,Open,Medium,General,GEN_500
1953,4/28/2025,11:44:00 AM,,,Open,Medium,Network,NET_503
1954,4/28/2025,1:02:00 PM,4/28/2025,1:41:00 PM,Closed,High,Reporting,REP_404
1955,4/28/2025,1:12:00 PM,,,Open,Medium,Payment,PAY_502
1956,4/28/2025,1:51:00 PM,,,Open,Medium,Payment,PAY_402
1957,4/28/2025,3:14:00 PM,,,Open,Medium,Payment,PAY_401
1958,4/28/2025,3:42:00 PM,,,Open,Medium,General,GEN_300
1959,4/28/2025,3:45:00 PM,,,Open,High,Account,ACC_409
1960,4/28/2025,4:10:00 PM,,,Open,Medium,Payment,PAY_500
1961,4/28/2025,5:48:00 PM,4/28/2025,11:46:00 PM,Closed,Medium,Account,ACC_400
1962,4/28/2025,6:14:00 PM,,,Open,High,Login,AUTH_403
1963,4/28/2025,6:57:00 PM,,,In Progress,Medium,Login,AUTH_403
1964,4/28/2025,7:19:00 PM,,,Open,Low,Payment,PAY_504
1965,4/28/2025,7:21:00 PM,,,Open,Medium,Payment,PAY_409
1966,4/29/2025,8:14:00 AM,4/29/2025,8:33:00 AM,Closed,High,Payment,PAY_409
1967,4/29/2025,10:16:00 AM,4/29/2025,9:36:00 PM,Closed,Low,Account,ACC_401
1968,4/29/2025,10:33:00 AM,4/29/2025,12:37:00 PM,Closed,High,Payment,PAY_400
1969,4/29/2025,10:47:00 AM,4/29/2025,11:43:00 AM,Closed,High,Payment,PAY_500
1970,4/29/2025,11:10:00 AM,,,In Progress,Medium,Payment,PAY_409
1971,4/29/2025,11:28:00 AM,,,Open,Low,General,GEN_500
1972,4/29/2025,1:28:00 PM,4/29/2025,7:38:00 PM,Closed,Medium,Reporting,REP_408
1973,4/29/2025,2:20:00 PM,4/29/2025,6:32:00 PM,Closed,Medium,Login,AUTH_401
1974,4/29/2025,2:27:00 PM,,,Open,Medium,Payment,PAY_500
1975,4/29/2025,3:58:00 PM,,,In Progress,Medium,General,GEN_200
1976,4/29/2025,4:35:00 PM,,,Open,Medium,General,GEN_300
1977,4/29/2025,4:40:00 PM,,,Open,Medium,General,GEN_300
1978,4/29/2025,6:20:00 PM,4/29/2025,11:59:00 PM,Closed,Medium,Payment,PAY_400
1979,4/30/2025,8:14:00 AM,4/30/2025,1:05:00 PM,Closed,Low,Payment,PAY_402
1980,4/30/2025,11:02:00 AM,4/30/2025,12:13:00 PM,Closed,Medium,Login,AUTH_401
1981,4/30/2025,11:36:00 AM,4/30/2025,9:41:00 PM,Closed,Low,Login,AUTH_429
1982,4/30/2025,12:29:00 PM,4/30/2025,5:43:00 PM,Closed,Medium,Payment,PAY_502
1983,4/30/2025,3:46:00 PM,,,In Progress,Medium,Login,AUTH_403
1984,4/30/2025,4:11:00 PM,,,Open,Medium,Login,AUTH_404
1985,4/30/2025,4:38:00 PM,4/30/2025,5:13:00 PM,Closed,High,Account,ACC_404
1986,4/30/2025,5:06:00 PM,,,Open,Low,Account,ACC_404
1987,4/30/2025,6:11:00 PM,,,In Progress,Low,Account,ACC_409
1988,5/1/2025,8:00:00 AM,,,Open,Low,Network,NET_408
1989,5/1/2025,11:56:00 AM,,,In Progress,Medium,Account,ACC_409
1990,5/1/2025,12:42:00 PM,,,In Progress,Medium,Network,NET_503
1991,5/1/2025,2:18:00 PM,5/1/2025,11:59:00 PM,Closed,Low,Reporting,REP_500
1992,5/1/2025,2:26:00 PM,5/1/2025,4:30:00 PM,Closed,Medium,Network,NET_408
1993,5/1/2025,4:38:00 PM,5/1/2025,6:11:00 PM,Closed,High,Login,AUTH_404
1994,5/1/2025,6:15:00 PM,,,Open,Medium,General,GEN_300
1995,5/2/2025,8:00:00 AM,,,Open,Medium,Login,AUTH_403
1996,5/2/2025,11:41:00 AM,,,In Progress,Low,Login,AUTH_500
1997,5/2/2025,12:15:00 PM,,,In Progress,High,Login,AUTH_403
1998,5/2/2025,1:51:00 PM,,,In Progress,Medium,Payment,PAY_500
1999,5/2/2025,2:00:00 PM,5/2/2025,7:01:00 PM,Closed,Medium,Network,NET_429
2000,5/2/2025,3:25:00 PM,,,In Progress,Medium,General,GEN_200
2001,5/2/2025,4:07:00 PM,5/2/2025,11:36:00 PM,Closed,Low,Payment,PAY_400
2002,5/2/2025,5:05:00 PM,5/2/2025,5:50:00 PM,Closed,Medium,Reporting,REP_408
2003,5/2/2025,5:18:00 PM,,,In Progress,Medium,Payment,PAY_400
2004,5/2/2025,7:40:00 PM,,,In Progress,Medium,Payment,PAY_502
2005,5/3/2025,10:36:00 AM,5/3/2025,12:42:00 PM,Closed,Medium,Payment,PAY_400
2006,5/3/2025,12:10:00 PM,,,Open,Medium,Payment,PAY_402
2007,5/3/2025,3:01:00 PM,,,Open,Medium,General,GEN_300
2008,5/3/2025,3:18:00 PM,,,Open,Low,Payment,PAY_504
2009,5/3/2025,7:13:00 PM,,,In Progress,Medium,General,GEN_500
2010,5/4/2025,7:33:00 PM,5/4/2025,11:59:00 PM,Closed,Medium,Login,AUTH_401
2011,5/5/2025,9:07:00 AM,,,Open,Low,Reporting,REP_400
2012,5/5/2025,9:10:00 AM,,,Open,Low,Network,NET_429
2013,5/5/2025,10:25:00 AM,,,Open,Low,Payment,PAY_402
2014,5/5/2025,11:01:00 AM,,,Open,Medium,Payment,PAY_504
2015,5/5/2025,11:12:00 AM,,,Open,Medium,Payment,PAY_409
2016,5/5/2025,12:07:00 PM,5/5/2025,4:08:00 PM,Closed,Medium,Login,AUTH_500
2017,5/5/2025,12:55:00 PM,5/5/2025,4:02:00 PM,Closed,Medium,General,GEN_500
2018,5/5/2025,3:49:00 PM,,,Open,Low,General,GEN_300
2019,5/5/2025,4:18:00 PM,,,Open,Low,Payment,PAY_504
2020,5/5/2025,4:25:00 PM,5/5/2025,6:44:00 PM,Closed,High,Payment,PAY_400
2021,5/5/2025,5:41:00 PM,,,Open,Medium,Account,ACC_404
2022,5/5/2025,6:17:00 PM,,,Open,Medium,Network,NET_500
2023,5/5/2025,6:57:00 PM,,,In Progress,High,Account,ACC_400
2024,5/5/2025,7:47:00 PM,,,Open,Medium,Account,ACC_404
2025,5/6/2025,8:15:00 AM,,,In Progress,High,General,GEN_100
2026,5/6/2025,9:47:00 AM,,,In Progress,Medium,Account,ACC_400
2027,5/6/2025,10:41:00 AM,,,Open,Medium,Payment,PAY_401
2028,5/6/2025,11:25:00 AM,5/6/2025,1:54:00 PM,Closed,High,Payment,PAY_504
2029,5/6/2025,1:26:00 PM,,,Open,Medium,Reporting,REP_400
2030,5/6/2025,1:26:00 PM,5/6/2025,3:50:00 PM,Closed,High,Account,ACC_401
2031,5/6/2025,2:30:00 PM,,,Open,Low,Payment,PAY_502
2032,5/6/2025,3:31:00 PM,,,In Progress,Low,Network,NET_503
2033,5/6/2025,5:49:00 PM,5/6/2025,11:59:00 PM,Closed,Low,Payment,PAY_401
2034,5/6/2025,6:07:00 PM,,,Open,Low,General,GEN_100
2035,5/6/2025,7:32:00 PM,5/6/2025,8:11:00 PM,Closed,Medium,Network,NET_429
2036,5/7/2025,9:13:00 AM,,,In Progress,Medium,Payment,PAY_400
2037,5/7/2025,9:36:00 AM,5/7/2025,6:49:00 PM,Closed,Low,Network,NET_500
2038,5/7/2025,10:05:00 AM,,,Open,High,Account,ACC_500
2039,5/7/2025,11:28:00 AM,,,Open,Medium,Login,AUTH_403
2040,5/7/2025,6:26:00 PM,5/7/2025,8:37:00 PM,Closed,High,Login,AUTH_401
2041,5/7/2025,7:09:00 PM,,,In Progress,High,Payment,PAY_400
2042,5/8/2025,9:33:00 AM,,,Open,Medium,Login,AUTH_403
2043,5/8/2025,9:56:00 AM,,,Open,High,Network,NET_503
2044,5/8/2025,10:09:00 AM,5/8/2025,1:15:00 PM,Closed,Medium,Network,NET_502
2045,5/8/2025,10:47:00 AM,,,In Progress,Medium,Reporting,REP_408
2046,5/8/2025,11:48:00 AM,,,In Progress,Medium,Payment,PAY_409
2047,5/8/2025,12:32:00 PM,5/8/2025,4:38:00 PM,Closed,Medium,Payment,PAY_401
2048,5/8/2025,1:17:00 PM,,,Open,Low,Login,AUTH_500
2049,5/8/2025,1:36:00 PM,,,In Progress,Low,Payment,PAY_409
2050,5/8/2025,1:51:00 PM,,,Open,Low,General,GEN_300
2051,5/8/2025,2:07:00 PM,5/8/2025,11:59:00 PM,Closed,Low,General,GEN_300
2052,5/8/2025,6:48:00 PM,,,Open,Medium,Login,AUTH_401
2053,5/8/2025,7:54:00 PM,5/8/2025,11:59:00 PM,Closed,Medium,Payment,PAY_500
2054,5/9/2025,9:10:00 AM,,,Open,Medium,General,GEN_500
2055,5/9/2025,9:29:00 AM,,,In Progress,Medium,Network,NET_502
2056,5/9/2025,10:13:00 AM,,,In Progress,Low,Network,NET_503
2057,5/9/2025,10:27:00 AM,5/9/2025,1:25:00 PM,Closed,Medium,Network,NET_502
2058,5/9/2025,10:40:00 AM,,,Open,High,Login,AUTH_500
2059,5/9/2025,11:18:00 AM,,,In Progress,Low,General,GEN_500
2060,5/9/2025,11:52:00 AM,,,In Progress,Low,Account,ACC_401
2061,5/9/2025,1:33:00 PM,,,Open,Medium,Account,ACC_409
2062,5/9/2025,1:33:00 PM,5/9/2025,2:09:00 PM,Closed,High,General,GEN_200
2063,5/9/2025,1:35:00 PM,,,In Progress,Low,Login,AUTH_404
2064,5/9/2025,7:05:00 PM,,,In Progress,Medium,Payment,PAY_409
2065,5/10/2025,5:24:00 PM,5/10/2025,8:16:00 PM,Closed,Medium,Payment,PAY_402
